session_test_id,session_uuid,trial_id,rating_stimulus,rating_score,rating_time,rating_comment
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,practice,A,100,1094,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,practice,B,100,1094,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,practice,reference,100,1094,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,practice,C,100,1094,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial1,D,100,1409,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial1,B,100,1409,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial1,reference,100,1409,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial1,C,100,1409,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial1,A,100,1409,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial2,A,100,1364,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial2,D,100,1364,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial2,C,100,1364,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial2,reference,100,1364,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial2,B,100,1364,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial3,A,100,735,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial3,D,100,735,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial3,C,100,735,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial3,reference,100,735,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial3,B,100,735,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial4,A,100,629,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial4,C,100,629,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial4,reference,100,629,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial4,D,100,629,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial4,B,100,629,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial5,D,100,681,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial5,C,100,681,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial5,reference,100,681,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial5,A,100,681,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial5,B,100,681,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial6,B,100,694,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial6,C,100,694,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial6,A,100,694,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial6,reference,100,694,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial6,D,100,694,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial7,A,100,894,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial7,D,100,894,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial7,B,100,894,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial7,C,100,894,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial7,reference,100,894,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial8,A,100,718,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial8,reference,100,718,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial8,C,100,718,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial8,B,100,718,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial8,D,100,718,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial9,A,100,516,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial9,reference,100,516,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial9,C,100,516,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial9,B,100,516,
harvard_test,f7a3e7f6-d7fb-4bb5-a59d-6973b12243f9,trial9,D,100,516,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,practice,B,100,16426,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,practice,A,100,16426,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,practice,reference,100,16426,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,practice,C,100,16426,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial1,B,100,4261,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial1,D,100,4261,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial1,A,100,4261,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial1,reference,100,4261,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial1,C,100,4261,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial2,A,100,21545,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial2,C,100,21545,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial2,B,100,21545,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial2,reference,100,21545,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial2,D,100,21545,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial3,A,100,1971,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial3,C,100,1971,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial3,D,100,1971,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial3,reference,100,1971,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial3,B,100,1971,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial4,reference,100,1554,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial4,A,100,1554,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial4,D,100,1554,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial4,B,100,1554,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial4,C,100,1554,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial5,B,100,7259,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial5,C,100,7259,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial5,A,100,7259,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial5,D,100,7259,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial5,reference,100,7259,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial6,A,100,5743,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial6,B,100,5743,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial6,C,100,5743,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial6,D,100,5743,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial6,reference,100,5743,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial7,D,100,4504,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial7,reference,100,4504,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial7,A,100,4504,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial7,B,100,4504,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial7,C,100,4504,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial8,D,100,2105,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial8,reference,100,2105,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial8,C,100,2105,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial8,B,100,2105,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial8,A,100,2105,
harvard_test,8b190fb0-99b6-4b84-a8c5-171f5aad8948,trial9,reference,100,1944,
